time,rho,mean,sd,min,max
120,9,0.81,1.07,-0.76,3.09
121,9,1.13,1.40,-0.89,3.20
122,9,0.67,1.30,-0.87,2.72
123,9,0.15,1.08,-1.02,2.38
124,9,0.02,0.95,-1.17,1.62
125,9,-0.23,0.44,-0.97,0.72
126,9,-0.28,0.69,-1.37,1.15
127,9,-0.15,0.65,-1.26,1.31
128,9,0.08,0.90,-1.01,1.75
129,9,0.58,1.53,-1.04,3.25
130,9,0.36,1.25,-1.36,2.87
131,9,0.35,1.21,-1.32,2.93
132,9,0.44,1.22,-1.19,2.38
133,9,-0.10,0.98,-1.49,1.75
134,9,0.03,0.90,-1.32,2.04
135,9,0.32,1.08,-1.07,2.38
136,9,0.03,0.84,-1.24,1.54
137,9,0.01,0.73,-1.20,1.56
138,9,-0.06,0.68,-1.12,1.38
139,9,-0.27,0.44,-1.24,0.66
140,9,-0.29,0.48,-1.19,0.77
141,9,-0.35,0.48,-1.08,0.87
142,9,-0.30,0.79,-1.45,1.90
143,9,-0.05,1.05,-1.36,2.76
144,9,-0.16,1.02,-1.37,2.89
145,9,-0.19,1.28,-1.83,2.63
146,9,0.32,1.14,-0.81,3.07
147,9,0.39,1.25,-1.01,3.06
148,9,0.52,1.23,-0.67,2.95
149,9,-0.09,0.86,-1.15,2.14
150,9,0.07,0.94,-1.28,2.15
151,9,-0.26,1.05,-1.83,1.81
152,9,-0.09,0.64,-1.04,1.58
153,9,0.26,1.07,-0.98,2.36
154,9,0.13,1.10,-1.17,2.25
155,9,0.42,1.16,-1.06,2.46
156,9,0.12,0.92,-1.02,1.85
157,9,0.28,1.04,-0.76,2.76
158,9,0.88,1.43,-0.77,3.26
159,9,0.53,1.20,-0.94,2.94
160,9,0.00,0.98,-1.05,2.94
161,9,-0.17,0.76,-1.03,2.29
162,9,0.68,1.44,-0.73,3.42
163,9,-0.11,0.96,-1.03,2.90
164,9,-0.09,0.79,-1.22,1.59
165,9,-0.02,0.81,-1.22,1.85
166,9,-0.27,0.70,-1.45,1.39
167,9,0.71,1.44,-1.24,3.32
168,9,0.37,1.32,-1.41,3.03
169,9,0.38,1.34,-1.41,2.90
170,9,0.36,1.29,-1.28,2.99
171,9,0.50,1.37,-1.10,3.12
172,9,0.71,1.41,-0.90,3.33
173,9,-0.11,0.74,-1.13,2.10
174,9,-0.06,0.74,-0.95,2.16
175,9,0.00,0.46,-0.80,1.13
176,9,0.25,0.52,-0.50,1.75
177,9,0.82,0.96,-0.26,3.08
178,9,1.00,1.34,-0.36,3.68
179,9,0.60,1.14,-0.65,3.17
180,9,0.14,0.72,-0.87,2.37
181,9,0.24,1.11,-1.26,2.69
182,9,0.06,1.27,-1.97,2.73
183,9,-0.22,1.26,-1.99,2.76
184,9,0.06,1.10,-1.61,2.62
185,9,0.10,0.97,-1.45,2.29
186,9,0.53,1.33,-1.35,3.06
187,9,0.74,1.35,-1.11,3.13
188,9,0.32,1.04,-1.13,2.97
189,9,-0.08,0.64,-1.18,1.81
190,9,-0.18,0.72,-1.41,2.07
191,9,0.72,1.21,-1.08,3.13
192,9,0.51,1.21,-1.19,2.77
193,9,0.47,1.17,-1.06,2.96
194,9,0.10,1.00,-0.90,2.84
195,9,-0.02,1.13,-1.34,2.69
196,9,-0.46,0.51,-1.31,1.09
197,9,0.10,1.15,-1.12,2.86
198,9,-0.03,0.95,-1.14,2.57
199,9,-0.02,0.85,-1.37,1.45
200,9,-0.17,0.75,-1.13,1.82
201,9,0.08,0.94,-1.11,2.56
202,9,-0.30,0.38,-1.04,0.47
203,9,0.00,0.74,-1.05,1.67
204,9,-0.09,0.88,-1.18,2.44
205,9,0.13,1.18,-1.26,2.83
206,9,0.06,1.09,-1.32,2.66
207,9,0.50,1.73,-1.16,3.73
208,9,0.65,1.72,-1.00,3.62
209,9,0.45,1.55,-1.05,3.63
210,9,0.37,1.32,-1.04,3.46
211,9,0.34,1.11,-1.03,3.09
212,9,0.23,0.73,-0.90,1.92
213,9,0.92,1.56,-0.83,3.73
214,9,0.69,1.60,-1.09,3.64
215,9,0.44,1.37,-0.96,3.00
216,9,0.29,1.14,-0.96,2.66
217,9,0.12,1.04,-1.05,2.66
218,9,0.19,1.16,-1.01,3.28
219,9,-0.09,0.93,-1.13,2.78
220,9,-0.25,0.74,-1.18,2.26
221,9,-0.51,0.41,-1.40,0.70
222,9,-0.21,0.73,-1.25,1.65
223,9,-0.25,0.55,-1.20,0.98
224,9,-0.49,0.51,-1.51,0.62
225,9,-0.55,0.48,-1.60,0.59
226,9,-0.22,0.74,-1.48,1.74
227,9,-0.12,0.87,-1.44,1.57
228,9,0.06,1.07,-1.48,2.05
229,9,0.26,1.43,-1.41,2.88
230,9,0.40,1.36,-1.25,2.74
231,9,0.23,1.10,-1.26,2.62
232,9,0.26,1.06,-1.15,2.28
233,9,0.11,1.20,-1.22,2.93
234,9,-0.15,0.80,-1.15,1.69
235,9,-0.36,0.64,-1.25,0.81
236,9,-0.34,0.66,-1.28,1.16
237,9,-0.27,0.94,-1.43,2.39
238,9,0.22,0.97,-0.93,2.25
239,9,0.09,0.98,-1.01,2.37
240,9,0.03,0.85,-1.03,1.86
241,9,0.33,1.07,-0.91,2.20
242,9,0.41,1.08,-0.93,2.50
243,9,0.17,0.69,-1.00,1.65
244,9,0.13,0.69,-1.12,1.43
245,9,-0.14,0.54,-1.13,0.86
246,9,-0.33,0.53,-1.30,0.74
247,9,-0.26,0.64,-1.30,0.88
248,9,-0.72,0.41,-1.44,0.32
249,9,-0.32,0.59,-1.11,1.40
250,9,-0.20,0.66,-1.02,1.75
251,9,-0.33,0.50,-1.07,1.32
252,9,-0.16,0.72,-1.02,2.17
253,9,-0.34,0.56,-1.44,1.03
254,9,-0.08,0.70,-1.41,1.42
255,9,-0.07,0.52,-1.06,1.07
256,9,0.06,0.77,-0.99,1.67
257,9,0.40,1.21,-0.99,2.79
258,9,0.48,1.11,-0.96,2.48
259,9,0.23,1.01,-0.98,2.61
260,9,0.38,1.14,-0.78,2.61
261,9,0.39,1.00,-0.71,2.42
262,9,0.14,0.69,-0.79,1.67
263,9,0.21,0.77,-0.80,1.78
264,9,-0.21,0.53,-0.94,0.87
265,9,-0.47,0.41,-1.27,0.46
266,9,-0.48,0.40,-1.26,0.38
267,9,-0.40,0.36,-1.14,0.28
268,9,-0.44,0.38,-1.20,0.26
269,9,-0.37,0.44,-1.22,0.42
270,9,-0.32,0.51,-1.26,0.62
271,9,-0.29,0.52,-1.18,0.76
272,9,-0.03,0.58,-0.99,1.15
273,9,0.22,0.63,-0.86,1.39
274,9,0.13,0.70,-0.92,1.39
275,9,0.15,0.77,-1.00,1.62
276,9,0.27,0.76,-0.96,1.46
277,9,0.09,0.70,-1.06,1.22
278,9,-0.04,0.76,-1.30,1.34
279,9,-0.16,0.75,-1.37,1.33
280,9,-0.29,0.62,-1.42,1.01
281,9,-0.21,0.77,-1.46,1.46
282,9,-0.28,0.63,-1.34,1.13
283,9,0.08,0.92,-1.36,1.95
284,9,0.27,1.14,-1.27,2.49
285,9,0.32,1.03,-1.03,2.18
286,9,0.70,1.04,-0.94,2.38
287,9,0.41,0.99,-0.97,2.08
288,9,0.30,1.04,-1.11,2.13
289,9,-0.06,0.98,-1.34,2.21
290,9,-0.09,1.02,-1.36,2.31
291,9,-0.22,0.96,-1.52,2.14
292,9,-0.33,0.82,-1.45,1.98
293,9,-0.59,0.51,-1.58,0.96
294,9,-0.79,0.40,-1.65,0.23
295,9,-0.40,0.60,-1.41,1.22
296,9,-0.20,0.66,-1.25,1.29
297,9,-0.01,0.82,-1.11,1.91
298,9,0.04,1.02,-1.27,2.37
299,9,-0.01,0.92,-1.42,2.16
300,9,0.18,1.14,-1.35,2.70
301,9,-0.09,1.20,-1.50,2.79
302,9,0.11,1.20,-1.41,2.93
303,9,0.26,1.27,-1.54,2.92
304,9,-0.22,0.84,-1.54,2.06
305,9,-0.25,0.86,-1.52,2.28
306,9,-0.05,0.96,-1.27,2.61
307,9,-0.16,0.77,-1.29,2.55
308,9,-0.01,0.74,-1.21,2.49
309,9,0.02,0.94,-1.43,2.66
310,9,-0.12,0.79,-1.51,1.68
311,9,-0.34,0.80,-1.64,1.48
312,9,-0.20,0.80,-1.57,1.48
313,9,0.03,0.91,-1.59,1.86
314,9,-0.29,0.91,-1.86,1.38
315,9,-0.07,1.24,-1.97,2.20
316,9,0.26,1.34,-1.57,2.81
317,9,0.59,1.40,-1.20,2.93
318,9,0.62,1.33,-1.09,2.75
319,9,0.72,1.34,-0.89,2.96
320,9,0.19,1.01,-1.10,2.50
321,9,0.30,1.01,-1.02,2.56
322,9,0.29,1.21,-1.26,2.83
323,9,0.36,1.14,-1.19,2.88
324,9,0.76,1.35,-0.73,3.30
325,9,0.71,1.44,-0.92,3.18
326,9,0.53,1.57,-1.32,3.20
327,9,0.17,1.40,-1.44,2.95
328,9,0.01,1.24,-1.38,2.68
329,9,0.17,1.19,-1.23,2.48
330,9,-0.13,0.99,-1.28,2.12
331,9,0.08,1.14,-1.17,2.63
332,9,-0.38,0.48,-1.23,0.72
333,9,-0.42,0.33,-1.05,0.16
334,9,-0.55,0.35,-1.13,0.18
335,9,-0.27,0.66,-1.19,1.59
336,9,-0.26,0.75,-1.26,1.80
337,9,-0.09,1.01,-1.39,2.56
338,9,-0.10,0.95,-1.40,2.35
339,9,-0.06,1.01,-1.42,2.51
340,9,-0.44,0.56,-1.45,1.09
341,9,-0.70,0.38,-1.54,0.37
342,9,-0.76,0.39,-1.66,0.06
343,9,-0.65,0.49,-1.62,0.43
344,9,-0.41,0.91,-1.67,1.56
345,9,-0.48,0.82,-1.66,1.26
346,9,-0.60,0.75,-1.69,1.22
347,9,-0.81,0.55,-1.75,0.29
348,9,-0.55,0.66,-1.75,0.80
349,9,-0.20,0.98,-1.65,2.50
350,9,-0.34,0.78,-1.42,1.51
351,9,-0.05,0.89,-1.37,2.13
352,9,-0.50,0.75,-1.72,1.80
353,9,-0.32,0.71,-1.19,2.17
354,9,-0.43,0.92,-1.60,2.36
355,9,-0.54,0.70,-1.64,1.60
356,9,-0.23,1.17,-1.43,2.88
357,9,-0.51,0.90,-1.63,2.25
358,9,-0.21,1.18,-1.51,2.94
359,9,-0.35,0.74,-1.34,1.83
360,9,-0.41,0.52,-1.24,0.90
361,9,-0.53,0.60,-1.40,1.34
362,9,-0.31,0.78,-1.28,1.86
363,9,-0.40,0.58,-1.24,1.23
364,9,-0.62,0.37,-1.32,0.23
365,9,-0.54,0.50,-1.39,0.84
366,9,-0.45,0.46,-1.42,0.52
367,9,-0.47,0.40,-1.26,0.47
368,9,-0.40,0.48,-1.27,0.77
369,9,-0.44,0.51,-1.37,0.67
370,9,-0.61,0.54,-1.73,1.17
371,9,-0.56,0.52,-1.64,0.46
372,9,-0.33,0.74,-1.48,1.95
373,9,-0.07,0.79,-1.27,1.65
374,9,-0.12,0.65,-1.20,1.23
375,9,-0.25,0.58,-1.24,1.23
376,9,-0.19,0.70,-1.29,1.67
377,9,-0.26,0.68,-1.47,2.01
378,9,-0.47,0.60,-1.64,0.88
379,9,-0.54,0.56,-1.59,0.45
380,9,-0.48,0.56,-1.42,0.77
381,9,-0.41,0.62,-1.35,1.23
382,9,-0.07,1.04,-1.33,3.07
383,9,-0.16,0.92,-0.97,2.79
384,9,-0.38,0.81,-1.26,2.70
385,9,-0.49,0.70,-1.46,1.66
386,9,-0.49,0.62,-1.30,1.36
387,9,-0.27,0.85,-1.20,1.98
388,9,-0.32,0.76,-1.29,1.99
389,9,-0.31,1.03,-1.54,2.56
390,9,-0.20,0.98,-1.62,2.76
391,9,1.00,0.57,-0.22,2.55
392,9,1.24,0.51,-0.15,2.49
393,9,0.81,0.53,-0.85,2.20
394,9,0.82,0.72,-0.89,2.49
395,9,0.54,0.72,-0.85,2.59
396,9,0.55,0.75,-0.83,2.65
397,9,0.43,0.55,-0.61,2.03
398,9,0.08,0.67,-0.94,1.32
399,9,0.28,0.78,-1.02,2.36
400,9,0.36,0.79,-1.04,2.26
401,9,0.26,0.71,-1.10,1.86
402,9,0.38,0.85,-1.07,2.69
403,9,0.74,0.96,-0.98,3.17
404,9,0.62,0.95,-0.93,2.61
405,9,0.75,1.05,-1.07,2.56
406,9,0.59,1.11,-1.05,2.88
407,9,0.34,1.13,-1.19,2.69
408,9,0.59,1.25,-1.21,2.68
409,9,0.42,1.03,-1.20,2.12
410,9,0.72,1.02,-0.84,2.41
411,9,0.70,1.03,-0.78,2.54
412,9,0.72,1.07,-0.75,2.76
413,9,0.68,1.02,-0.82,2.71
414,9,0.68,1.15,-0.88,2.74
415,9,0.64,1.18,-0.89,2.64
416,9,0.56,1.23,-0.95,2.67
417,9,0.56,1.22,-0.94,2.33
418,9,0.42,1.09,-0.92,2.09
419,9,0.33,1.04,-0.93,1.90
420,9,0.64,1.20,-0.86,2.25
421,9,0.59,1.18,-0.87,2.22
422,9,0.74,1.07,-0.81,2.30
423,9,0.87,1.18,-0.94,3.01
424,9,1.00,0.95,-0.70,2.77
425,9,1.04,1.21,-0.77,3.21
426,9,0.18,0.89,-1.03,1.97
427,9,0.10,0.86,-1.16,2.18
428,9,0.23,0.92,-1.08,2.27
429,9,0.35,0.90,-0.94,2.13
430,9,0.29,0.86,-1.02,2.15
431,9,0.20,0.94,-1.16,1.96
432,9,0.32,1.04,-1.18,2.44
433,9,0.40,0.98,-0.99,2.54
434,9,0.54,1.14,-1.01,2.83
435,9,0.67,1.11,-0.93,3.03
436,9,0.51,1.23,-1.07,3.27
437,9,0.36,1.29,-1.28,2.84
438,9,0.66,1.43,-1.14,3.16
439,9,-0.03,0.69,-1.21,1.27
440,9,-0.04,0.71,-1.22,1.43
441,9,0.25,0.81,-1.16,2.11
442,9,0.14,0.82,-1.24,1.87
443,9,0.04,0.73,-1.24,1.47
444,9,-0.06,0.89,-1.21,2.22
445,9,0.10,0.94,-1.18,2.45
446,9,0.34,1.03,-1.09,2.76
447,9,0.15,0.86,-1.09,2.54
448,9,0.01,0.79,-1.09,1.89
449,9,-0.21,0.63,-1.14,1.32
450,9,-0.28,0.69,-1.22,1.43
451,9,-0.29,0.76,-1.23,2.24
452,9,-0.35,0.63,-1.32,1.58
453,9,-0.35,0.63,-1.39,1.57
454,9,-0.20,0.82,-1.42,2.04
455,9,-0.36,0.73,-1.52,1.19
456,9,-0.48,0.76,-1.62,1.06
457,9,-0.28,1.02,-1.58,2.40
458,9,-0.39,0.98,-1.64,2.07
459,9,-0.27,0.97,-1.69,1.93
460,9,-0.43,0.96,-1.88,1.88
461,9,-0.38,0.83,-1.75,1.38
462,9,0.33,0.95,-1.17,2.52
463,9,0.49,1.06,-1.13,2.84
464,9,0.46,0.96,-1.05,2.70
465,9,0.43,0.77,-1.09,2.40
466,9,0.37,0.76,-1.09,1.82
467,9,0.41,0.88,-1.25,1.85
468,9,0.68,1.13,-1.38,2.78
469,9,0.55,1.08,-1.38,2.91
470,9,0.40,1.06,-1.49,2.52
471,9,0.23,1.25,-1.73,2.48
472,9,0.30,1.41,-1.71,2.81
473,9,0.59,1.49,-1.53,3.25
474,9,0.41,1.39,-1.39,3.42
475,9,0.31,1.27,-1.50,2.95
476,9,-0.11,0.54,-0.99,1.25
477,9,-0.17,0.58,-1.23,1.12
478,9,-0.31,0.57,-1.30,1.04
479,9,-0.31,0.48,-1.21,0.82
480,9,-0.34,0.45,-1.28,0.57
481,9,-0.31,0.51,-1.36,0.76
482,9,-0.37,0.49,-1.37,0.68
483,9,-0.40,0.49,-1.33,0.49
484,9,-0.38,0.48,-1.27,0.39
485,9,-0.30,0.52,-1.24,0.72
486,9,-0.13,0.67,-1.38,1.22
487,9,0.01,0.72,-1.35,1.30
488,9,-0.05,0.65,-1.25,1.01
489,9,-0.06,0.62,-1.27,0.97
490,9,0.27,0.79,-1.10,2.00
491,9,0.07,0.61,-1.15,1.26
492,9,-0.14,0.49,-1.30,0.62
493,9,0.12,0.59,-1.15,1.20
494,9,0.13,0.60,-1.09,1.11
495,9,-0.07,0.60,-1.36,0.81
496,9,-0.05,0.59,-1.36,0.80
497,9,-0.12,0.52,-1.33,0.71
498,9,-0.03,0.56,-1.29,1.01
499,9,0.00,0.67,-1.24,1.59
500,9,0.28,0.89,-1.17,2.60
